CO_CURSO;SIGLA_IES;CO_IES;CO_GRUPO;NOME_CURSO;CO_MUNIC_CURSO;NOME_MUNIC_CURSO;CO_UF_CURSO
9226;UNICRUZ;446;36;Fisioterapia;4306106;CRUZ ALTA;43
9228;UNICRUZ;446;17;Agronomia;4306106;CRUZ ALTA;43
9264;UNIRITTER;448;21;Arquitetura e Urbanismo;4314902;PORTO ALEGRE;43
9275;ULBRA;449;21;Arquitetura e Urbanismo;4304606;CANOAS;43
9278;ULBRA;449;23;Enfermagem;4304606;CANOAS;43
9287;ULBRA;449;5710;Engenharia Civil;4304606;CANOAS;43
9290;ULBRA;449;6;Odontologia;4304606;CANOAS;43
9301;ULBRA;449;19;Farmácia;4304606;CANOAS;43
9308;ULBRA;449;6008;Engenharia Química;4304606;CANOAS;43
9309;ULBRA;449;36;Fisioterapia;4304606;CANOAS;43
9317;ULBRA;449;5;Medicina Veterinária;4304606;CANOAS;43
9321;ULBRA;449;27;Fonoaudiologia;4304606;CANOAS;43
9323;ULBRA;449;6307;Engenharia Ambiental;4304606;CANOAS;43
9326;ULBRA;449;12;Medicina;4304606;CANOAS;43
9413;UniSL;450;17;Agronomia;1100122;JI-PARANA;11
9430;CEULM/ULBRA;452;21;Arquitetura e Urbanismo;1302603;MANAUS;13
9433;CEULM/ULBRA;452;5710;Engenharia Civil;1302603;MANAUS;13
9434;CEULM/ULBRA;452;6307;Engenharia Ambiental;1302603;MANAUS;13
9602;FA-FAAP;461;21;Arquitetura e Urbanismo;3550308;SAO PAULO;35
9709;UFF;572;6;Odontologia;3303401;NOVA FRIBURGO;33
9722;UNIGRANRIO;472;6;Odontologia;3301702;DUQUE DE CAXIAS;33
9723;UNIGRANRIO;472;23;Enfermagem;3301702;DUQUE DE CAXIAS;33
9724;UNIGRANRIO;472;19;Farmácia;3301702;DUQUE DE CAXIAS;33
9733;UNIGRANRIO;472;5;Medicina Veterinária;3301702;DUQUE DE CAXIAS;33
9772;FMP;475;12;Medicina;3303906;PETROPOLIS;33
9805;UNIFESO;480;12;Medicina;3305802;TERESOPOLIS;33
9808;UNIFESO;480;23;Enfermagem;3305802;TERESOPOLIS;33
9818;Univeritas UNG;481;23;Enfermagem;3518800;GUARULHOS;35
9822;Univeritas UNG;481;21;Arquitetura e Urbanismo;3518800;GUARULHOS;35
9827;Univeritas UNG;481;5710;Engenharia Civil;3518800;GUARULHOS;35
9829;Univeritas UNG;481;28;Nutrição;3518800;GUARULHOS;35
9836;Univeritas UNG;481;6;Odontologia;3518800;GUARULHOS;35
9842;Univeritas UNG;481;36;Fisioterapia;3518800;GUARULHOS;35
9980;UNEAL;5242;51;Zootecnia;2708006;SANTANA DO IPANEMA;27
9984;UNIFOA;489;6;Odontologia;3306305;VOLTA REDONDA;33
9985;UNIFOA;489;5710;Engenharia Civil;3306305;VOLTA REDONDA;33
9988;UNIFOA;489;12;Medicina;3306305;VOLTA REDONDA;33
9996;UNIFAA;490;12;Medicina;3306107;VALENCA;33
10004;UNIFAA;490;6;Odontologia;3306107;VALENCA;33
10006;UNIFAA;490;5;Medicina Veterinária;3306107;VALENCA;33
10054;UNISUL;494;6008;Engenharia Química;4218707;TUBARAO;42
10061;UNISUL;494;5710;Engenharia Civil;4218707;TUBARAO;42
10079;UNISUL;494;5710;Engenharia Civil;4211900;PALHOCA;42
10149;UNIFRAN;496;21;Arquitetura e Urbanismo;3516200;FRANCA;35
10150;UNIFRAN;496;27;Fonoaudiologia;3516200;FRANCA;35
10222;;5215;12;Medicina;3511102;CATANDUVA;35
10224;EMESCAM;501;12;Medicina;3205309;VITORIA;32
10268;UNIFLU;4030;6;Odontologia;3301009;CAMPOS DOS GOYTACAZES;33
10289;FMC;506;12;Medicina;3301009;CAMPOS DOS GOYTACAZES;33
10316;;510;23;Enfermagem;3132404;ITAJUBA;31
10350;UNIVALE;513;6;Odontologia;3127701;GOVERNADOR VALADARES;31
10360;UNIVALE;513;17;Agronomia;3127701;GOVERNADOR VALADARES;31
10394;UBM;514;23;Enfermagem;3300407;BARRA MANSA;33
10423;UNIAN-RJ;515;5;Medicina Veterinária;3301900;ITABORAI;33
10505;UCSAL;519;23;Enfermagem;2927408;SALVADOR;29
10506;UCSAL;519;5710;Engenharia Civil;2927408;SALVADOR;29
10516;UCSAL;519;36;Fisioterapia;2927408;SALVADOR;29
10585;UMC;521;21;Arquitetura e Urbanismo;3530607;MOGI DAS CRUZES;35
10588;UMC;521;55;Biomedicina;3530607;MOGI DAS CRUZES;35
10589;UMC;521;28;Nutrição;3530607;MOGI DAS CRUZES;35
10591;UMC;521;12;Medicina;3530607;MOGI DAS CRUZES;35
10592;UMC;521;6;Odontologia;3530607;MOGI DAS CRUZES;35
10594;UMC;521;23;Enfermagem;3530607;MOGI DAS CRUZES;35
10606;UMC;521;19;Farmácia;3530607;MOGI DAS CRUZES;35
10607;UMC;521;36;Fisioterapia;3530607;MOGI DAS CRUZES;35
10737;;526;21;Arquitetura e Urbanismo;3530607;MOGI DAS CRUZES;35
10743;;526;5902;Engenharia Mecânica;3530607;MOGI DAS CRUZES;35
10752;;526;6;Odontologia;3530607;MOGI DAS CRUZES;35
10796;PUC GOIÁS;527;27;Fonoaudiologia;5208707;GOIANIA;52
10800;PUC GOIÁS;527;21;Arquitetura e Urbanismo;5208707;GOIANIA;52
10802;PUC GOIÁS;527;55;Biomedicina;5208707;GOIANIA;52
10803;PUC GOIÁS;527;5710;Engenharia Civil;5208707;GOIANIA;52
10808;PUC GOIÁS;527;23;Enfermagem;5208707;GOIANIA;52
10813;PUC GOIÁS;527;51;Zootecnia;5208707;GOIANIA;52
10967;UNIJUI;532;23;Enfermagem;4310207;IJUI;43
10968;UNIJUI;532;28;Nutrição;4310207;IJUI;43
10975;UNIJUI;532;17;Agronomia;4310207;IJUI;43
10982;UNIJUI;532;5806;Engenharia Elétrica;4310207;IJUI;43
10990;UNIJUI;532;5902;Engenharia Mecânica;4313904;PANAMBI;43
11114;EBMSP;534;12;Medicina;2927408;SALVADOR;29
11115;EBMSP;534;36;Fisioterapia;2927408;SALVADOR;29
11135;UEMG;1036;5710;Engenharia Civil;3147907;PASSOS;31
11154;UEMG;1036;23;Enfermagem;3147907;PASSOS;31
11232;PUCSP;546;27;Fonoaudiologia;3550308;SAO PAULO;35
11233;PUCSP;546;12;Medicina;3552205;SOROCABA;35
11234;PUCSP;546;23;Enfermagem;3552205;SOROCABA;35
11299;UERJ;547;23;Enfermagem;3304557;RIO DE JANEIRO;33
11311;UERJ;547;28;Nutrição;3304557;RIO DE JANEIRO;33
11316;UERJ;547;12;Medicina;3304557;RIO DE JANEIRO;33
11317;UERJ;547;6;Odontologia;3304557;RIO DE JANEIRO;33
11330;UERJ;547;6208;Engenharia de Produção;3304201;RESENDE;33
11436;UFMA;548;23;Enfermagem;2111300;SAO LUIS;21
11437;UFMA;548;19;Farmácia;2111300;SAO LUIS;21
11438;UFMA;548;6;Odontologia;2111300;SAO LUIS;21
11444;UFMA;548;5806;Engenharia Elétrica;2111300;SAO LUIS;21
11446;UFMA;548;12;Medicina;2111300;SAO LUIS;21
11528;UFAC;549;17;Agronomia;1200401;RIO BRANCO;12
11533;UFAC;549;23;Enfermagem;1200401;RIO BRANCO;12
11553;UFAC;549;5710;Engenharia Civil;1200401;RIO BRANCO;12
11595;UEPB;550;6;Odontologia;2504009;CAMPINA GRANDE;25
11607;UEPB;550;19;Farmácia;2504009;CAMPINA GRANDE;25
11608;UEPB;550;36;Fisioterapia;2504009;CAMPINA GRANDE;25
11652;UEMG;1036;5806;Engenharia Elétrica;3134202;ITUIUTABA;31
11657;UEMG;1036;17;Agronomia;3134202;ITUIUTABA;31
11714;UNIFOR;555;5710;Engenharia Civil;2304400;FORTALEZA;23
11715;UNIFOR;555;5902;Engenharia Mecânica;2304400;FORTALEZA;23
11718;UNIFOR;555;36;Fisioterapia;2304400;FORTALEZA;23
11719;UNIFOR;555;23;Enfermagem;2304400;FORTALEZA;23
11727;UNIFOR;555;27;Fonoaudiologia;2304400;FORTALEZA;23
11731;UNIFOR;555;6;Odontologia;2304400;FORTALEZA;23
11874;UEMA;568;5;Medicina Veterinária;2111300;SAO LUIS;21
11878;UEMA;568;17;Agronomia;2111300;SAO LUIS;21
11880;UEMA;568;5710;Engenharia Civil;2111300;SAO LUIS;21
11881;UEMA;568;5902;Engenharia Mecânica;2111300;SAO LUIS;21
11891;UEMA;568;21;Arquitetura e Urbanismo;2111300;SAO LUIS;21
12001;UFPA;569;5710;Engenharia Civil;1501402;BELEM;15
12002;UFPA;569;21;Arquitetura e Urbanismo;1501402;BELEM;15
12003;UFPA;569;5902;Engenharia Mecânica;1501402;BELEM;15
12004;UFPA;569;5806;Engenharia Elétrica;1501402;BELEM;15
12006;UFPA;569;6008;Engenharia Química;1501402;BELEM;15
12013;UFPA;569;23;Enfermagem;1501402;BELEM;15
12014;UFPA;569;55;Biomedicina;1501402;BELEM;15
12015;UFPA;569;12;Medicina;1501402;BELEM;15
12017;UFPA;569;6;Odontologia;1501402;BELEM;15
12018;UFPA;569;28;Nutrição;1501402;BELEM;15
12326;UFRN;570;23;Enfermagem;2408102;NATAL;24
12328;UFRN;570;19;Farmácia;2408102;NATAL;24
12329;UFRN;570;28;Nutrição;2408102;NATAL;24
12330;UFRN;570;6;Odontologia;2408102;NATAL;24
12331;UFRN;570;36;Fisioterapia;2408102;NATAL;24
12339;UFRN;570;5710;Engenharia Civil;2408102;NATAL;24
12340;UFRN;570;5806;Engenharia Elétrica;2408102;NATAL;24
12342;UFRN;570;5902;Engenharia Mecânica;2408102;NATAL;24
12343;UFRN;570;21;Arquitetura e Urbanismo;2408102;NATAL;24
12344;UFRN;570;6008;Engenharia Química;2408102;NATAL;24
12345;UFRN;570;12;Medicina;2408102;NATAL;24
12561;UFPR;571;6008;Engenharia Química;4106902;CURITIBA;41
12565;UFPR;571;5902;Engenharia Mecânica;4106902;CURITIBA;41
12567;UFPR;571;21;Arquitetura e Urbanismo;4106902;CURITIBA;41
12569;UFPR;571;12;Medicina;4106902;CURITIBA;41
12570;UFPR;571;28;Nutrição;4106902;CURITIBA;41
12574;UFPR;571;5806;Engenharia Elétrica;4106902;CURITIBA;41
12575;UFPR;571;5710;Engenharia Civil;4106902;CURITIBA;41
12582;UFPR;571;19;Farmácia;4106902;CURITIBA;41
12583;UFPR;571;5;Medicina Veterinária;4106902;CURITIBA;41
12584;UFPR;571;6;Odontologia;4106902;CURITIBA;41
12586;UFPR;571;17;Agronomia;4106902;CURITIBA;41
12587;UFPR;571;6405;Engenharia Florestal;4106902;CURITIBA;41
12590;UFPR;571;5;Medicina Veterinária;4117909;PALOTINA;41
12692;UFF;572;12;Medicina;3303302;NITEROI;33
12693;UFF;572;6;Odontologia;3303302;NITEROI;33
12694;UFF;572;28;Nutrição;3303302;NITEROI;33
12695;UFF;572;19;Farmácia;3303302;NITEROI;33
12697;UFF;572;21;Arquitetura e Urbanismo;3303302;NITEROI;33
12704;UFF;572;5;Medicina Veterinária;3303302;NITEROI;33
12708;UFF;572;23;Enfermagem;3303302;NITEROI;33
12718;UFF;572;6008;Engenharia Química;3303302;NITEROI;33
12719;UFF;572;5710;Engenharia Civil;3303302;NITEROI;33
12720;UFF;572;5806;Engenharia Elétrica;3303302;NITEROI;33
12721;UFF;572;5902;Engenharia Mecânica;3303302;NITEROI;33
12727;UFF;572;6208;Engenharia de Produção;3303302;NITEROI;33
12807;UFES;573;5710;Engenharia Civil;3205309;VITORIA;32
12808;UFES;573;5902;Engenharia Mecânica;3205309;VITORIA;32
12809;UFES;573;5806;Engenharia Elétrica;3205309;VITORIA;32
12811;UFES;573;17;Agronomia;3200201;ALEGRE;32
12813;UFES;573;12;Medicina;3205309;VITORIA;32
12814;UFES;573;6;Odontologia;3205309;VITORIA;32
12815;UFES;573;23;Enfermagem;3205309;VITORIA;32
12830;UFES;573;21;Arquitetura e Urbanismo;3205309;VITORIA;32
12836;UFES;573;6411;Engenharia de Computação I;3205309;VITORIA;32
12905;UFRRJ;574;17;Agronomia;3305554;SEROPEDICA;33
12906;UFRRJ;574;6008;Engenharia Química;3305554;SEROPEDICA;33
12907;UFRRJ;574;6405;Engenharia Florestal;3305554;SEROPEDICA;33
12909;UFRRJ;574;5;Medicina Veterinária;3305554;SEROPEDICA;33
12910;UFRRJ;574;51;Zootecnia;3305554;SEROPEDICA;33
12920;UFRRJ;574;6002;Engenharia de Alimentos;3305554;SEROPEDICA;33
12942;UFMG;575;21;Arquitetura e Urbanismo;3106200;BELO HORIZONTE;31
12953;UFMG;575;23;Enfermagem;3106200;BELO HORIZONTE;31
12954;UFMG;575;5710;Engenharia Civil;3106200;BELO HORIZONTE;31
12955;UFMG;575;5806;Engenharia Elétrica;3106200;BELO HORIZONTE;31
12957;UFMG;575;5902;Engenharia Mecânica;3106200;BELO HORIZONTE;31
12959;UFMG;575;6008;Engenharia Química;3106200;BELO HORIZONTE;31
12964;UFMG;575;36;Fisioterapia;3106200;BELO HORIZONTE;31
12970;UFMG;575;12;Medicina;3106200;BELO HORIZONTE;31
12971;UFMG;575;5;Medicina Veterinária;3106200;BELO HORIZONTE;31
12972;UFMG;575;6;Odontologia;3106200;BELO HORIZONTE;31
13094;UFJF;576;5710;Engenharia Civil;3136702;JUIZ DE FORA;31
13103;UFJF;576;12;Medicina;3136702;JUIZ DE FORA;31
13104;UFJF;576;6;Odontologia;3136702;JUIZ DE FORA;31
13114;UFJF;576;21;Arquitetura e Urbanismo;3136702;JUIZ DE FORA;31
13118;UFJF;576;36;Fisioterapia;3136702;JUIZ DE FORA;31
13193;UFAL;577;17;Agronomia;2707701;RIO LARGO;27
13194;UFAL;577;21;Arquitetura e Urbanismo;2704302;MACEIO;27
13195;UFAL;577;5710;Engenharia Civil;2704302;MACEIO;27
13199;UFAL;577;23;Enfermagem;2704302;MACEIO;27
13200;UFAL;577;12;Medicina;2704302;MACEIO;27
13201;UFAL;577;28;Nutrição;2704302;MACEIO;27
13202;UFAL;577;6;Odontologia;2704302;MACEIO;27
13217;UFAL;577;6008;Engenharia Química;2704302;MACEIO;27
13266;UFBA;578;21;Arquitetura e Urbanismo;2927408;SALVADOR;29
13267;UFBA;578;5710;Engenharia Civil;2927408;SALVADOR;29
13269;UFBA;578;5806;Engenharia Elétrica;2927408;SALVADOR;29
13270;UFBA;578;5902;Engenharia Mecânica;2927408;SALVADOR;29
13271;UFBA;578;6008;Engenharia Química;2927408;SALVADOR;29
13272;UFBA;578;6307;Engenharia Ambiental;2927408;SALVADOR;29
13282;UFRB;4503;17;Agronomia;2909802;CRUZ DAS ALMAS;29
13284;UFBA;578;23;Enfermagem;2927408;SALVADOR;29
13285;UFBA;578;19;Farmácia;2927408;SALVADOR;29
13286;UFBA;578;12;Medicina;2927408;SALVADOR;29
13287;UFBA;578;5;Medicina Veterinária;2927408;SALVADOR;29
13288;UFBA;578;28;Nutrição;2927408;SALVADOR;29
13289;UFBA;578;6;Odontologia;2927408;SALVADOR;29
13403;UFPB;579;51;Zootecnia;2501104;AREIA;25
13421;UFPB;579;19;Farmácia;2507507;JOAO PESSOA;25
13422;UFPB;579;36;Fisioterapia;2507507;JOAO PESSOA;25
13424;UFPB;579;12;Medicina;2507507;JOAO PESSOA;25
13425;UFPB;579;28;Nutrição;2507507;JOAO PESSOA;25
13426;UFPB;579;6;Odontologia;2507507;JOAO PESSOA;25
13427;UFPB;579;21;Arquitetura e Urbanismo;2507507;JOAO PESSOA;25
13428;UFPB;579;6002;Engenharia de Alimentos;2507507;JOAO PESSOA;25
13429;UFPB;579;5710;Engenharia Civil;2507507;JOAO PESSOA;25
13430;UFPB;579;5902;Engenharia Mecânica;2507507;JOAO PESSOA;25
13437;UFCG;2564;5;Medicina Veterinária;2510808;PATOS;25
13438;UFCG;2564;5806;Engenharia Elétrica;2504009;CAMPINA GRANDE;25
13439;UFCG;2564;5710;Engenharia Civil;2504009;CAMPINA GRANDE;25
13441;UFCG;2564;6008;Engenharia Química;2504009;CAMPINA GRANDE;25
13442;UFCG;2564;5902;Engenharia Mecânica;2504009;CAMPINA GRANDE;25
13453;UFCG;2564;12;Medicina;2504009;CAMPINA GRANDE;25
13454;UFPB;579;17;Agronomia;2501104;AREIA;25
13456;UFCG;2564;6405;Engenharia Florestal;2510808;PATOS;25
13584;UFPE;580;5710;Engenharia Civil;2611606;RECIFE;26
13585;UFPE;580;5806;Engenharia Elétrica;2611606;RECIFE;26
13586;UFPE;580;5902;Engenharia Mecânica;2611606;RECIFE;26
13588;UFPE;580;6008;Engenharia Química;2611606;RECIFE;26
13597;UFPE;580;55;Biomedicina;2611606;RECIFE;26
13599;UFPE;580;23;Enfermagem;2611606;RECIFE;26
13600;UFPE;580;19;Farmácia;2611606;RECIFE;26
13601;UFPE;580;12;Medicina;2611606;RECIFE;26
13602;UFPE;580;28;Nutrição;2611606;RECIFE;26
13610;UFPE;580;21;Arquitetura e Urbanismo;2611606;RECIFE;26
13611;UFPE;580;6;Odontologia;2611606;RECIFE;26
13614;UFPE;580;36;Fisioterapia;2611606;RECIFE;26
13616;UFPE;580;5806;Engenharia Elétrica;2611606;RECIFE;26
13699;UFRGS;581;17;Agronomia;4314902;PORTO ALEGRE;43
13702;UFRGS;581;21;Arquitetura e Urbanismo;4314902;PORTO ALEGRE;43
13705;UFRGS;581;5806;Engenharia Elétrica;4314902;PORTO ALEGRE;43
13707;UFRGS;581;5710;Engenharia Civil;4314902;PORTO ALEGRE;43
13708;UFRGS;581;5902;Engenharia Mecânica;4314902;PORTO ALEGRE;43
13710;UFRGS;581;6008;Engenharia Química;4314902;PORTO ALEGRE;43
13718;UFRGS;581;19;Farmácia;4314902;PORTO ALEGRE;43
13719;UFRGS;581;5;Medicina Veterinária;4314902;PORTO ALEGRE;43
13720;UFRGS;581;6;Odontologia;4314902;PORTO ALEGRE;43
13723;UFRGS;581;12;Medicina;4314902;PORTO ALEGRE;43
13740;UFRGS;581;6002;Engenharia de Alimentos;4314902;PORTO ALEGRE;43
13854;UFSM;582;51;Zootecnia;4316907;SANTA MARIA;43
13856;UFSM;582;6405;Engenharia Florestal;4316907;SANTA MARIA;43
13857;UFSM;582;5;Medicina Veterinária;4316907;SANTA MARIA;43
13858;UFSM;582;5710;Engenharia Civil;4316907;SANTA MARIA;43
13859;UFSM;582;17;Agronomia;4316907;SANTA MARIA;43
13862;UFSM;582;36;Fisioterapia;4316907;SANTA MARIA;43
13864;UFSM;582;27;Fonoaudiologia;4316907;SANTA MARIA;43
13865;UFSM;582;23;Enfermagem;4316907;SANTA MARIA;43
13866;UFSM;582;12;Medicina;4316907;SANTA MARIA;43
13867;UFSM;582;6;Odontologia;4316907;SANTA MARIA;43
13868;UFSM;582;19;Farmácia;4316907;SANTA MARIA;43
13896;UFSM;582;21;Arquitetura e Urbanismo;4316907;SANTA MARIA;43
13965;UFC;583;17;Agronomia;2304400;FORTALEZA;23
13987;UFC;583;21;Arquitetura e Urbanismo;2304400;FORTALEZA;23
13988;UFC;583;5710;Engenharia Civil;2304400;FORTALEZA;23
13989;UFC;583;5806;Engenharia Elétrica;2304400;FORTALEZA;23
13990;UFC;583;5902;Engenharia Mecânica;2304400;FORTALEZA;23
13991;UFC;583;6008;Engenharia Química;2304400;FORTALEZA;23
13993;UFC;583;6002;Engenharia de Alimentos;2304400;FORTALEZA;23
13994;UFC;583;23;Enfermagem;2304400;FORTALEZA;23
13995;UFC;583;19;Farmácia;2304400;FORTALEZA;23
13996;UFC;583;12;Medicina;2304400;FORTALEZA;23
13997;UFC;583;6;Odontologia;2304400;FORTALEZA;23
14091;UFG;584;23;Enfermagem;5208707;GOIANIA;52
14092;UFG;584;19;Farmácia;5208707;GOIANIA;52
14093;UFG;584;12;Medicina;5208707;GOIANIA;52
14094;UFG;584;5;Medicina Veterinária;5208707;GOIANIA;52
14095;UFG;584;28;Nutrição;5208707;GOIANIA;52
14096;UFG;584;6;Odontologia;5208707;GOIANIA;52
14097;UFG;584;17;Agronomia;5208707;GOIANIA;52
14099;UFG;584;5710;Engenharia Civil;5208707;GOIANIA;52
14100;UFG;584;5806;Engenharia Elétrica;5208707;GOIANIA;52
14214;UFSC;585;17;Agronomia;4205407;FLORIANOPOLIS;42
14215;UFSC;585;21;Arquitetura e Urbanismo;4205407;FLORIANOPOLIS;42
14225;UFSC;585;23;Enfermagem;4205407;FLORIANOPOLIS;42
14226;UFSC;585;6002;Engenharia de Alimentos;4205407;FLORIANOPOLIS;42
14227;UFSC;585;19;Farmácia;4205407;FLORIANOPOLIS;42
14234;UFSC;585;12;Medicina;4205407;FLORIANOPOLIS;42
14235;UFSC;585;28;Nutrição;4205407;FLORIANOPOLIS;42
14236;UFSC;585;6;Odontologia;4205407;FLORIANOPOLIS;42
14241;UFSC;585;5710;Engenharia Civil;4205407;FLORIANOPOLIS;42
14242;UFSC;585;5806;Engenharia Elétrica;4205407;FLORIANOPOLIS;42
14243;UFSC;585;5902;Engenharia Mecânica;4205407;FLORIANOPOLIS;42
14247;UFSC;585;6008;Engenharia Química;4205407;FLORIANOPOLIS;42
14248;UFSC;585;6307;Engenharia Ambiental;4205407;FLORIANOPOLIS;42
14249;UFSC;585;5814;Engenharia de Controle e Automação;4205407;FLORIANOPOLIS;42
14333;UFRJ;586;21;Arquitetura e Urbanismo;3304557;RIO DE JANEIRO;33
14350;UFRJ;586;5806;Engenharia Elétrica;3304557;RIO DE JANEIRO;33
14351;UFRJ;586;5710;Engenharia Civil;3304557;RIO DE JANEIRO;33
14352;UFRJ;586;6208;Engenharia de Produção;3304557;RIO DE JANEIRO;33
14355;UFRJ;586;5902;Engenharia Mecânica;3304557;RIO DE JANEIRO;33
14359;UFRJ;586;12;Medicina;3304557;RIO DE JANEIRO;33
14360;UFRJ;586;28;Nutrição;3304557;RIO DE JANEIRO;33
14361;UFRJ;586;6;Odontologia;3304557;RIO DE JANEIRO;33
14367;UFRJ;586;6008;Engenharia Química;3304557;RIO DE JANEIRO;33
14369;UFRJ;586;19;Farmácia;3304557;RIO DE JANEIRO;33
14373;UFRJ;586;36;Fisioterapia;3304557;RIO DE JANEIRO;33
14376;UFRJ;586;27;Fonoaudiologia;3304557;RIO DE JANEIRO;33
14502;UFRPE;587;17;Agronomia;2611606;RECIFE;26
14503;UFRPE;587;6405;Engenharia Florestal;2611606;RECIFE;26
14507;UFRPE;587;5;Medicina Veterinária;2611606;RECIFE;26
14508;UFRPE;587;51;Zootecnia;2611606;RECIFE;26
14535;UTFPR;588;5902;Engenharia Mecânica;4106902;CURITIBA;41
14536;UTFPR;588;17;Agronomia;4118501;PATO BRANCO;41
14543;UTFPR;588;5710;Engenharia Civil;4106902;CURITIBA;41
14554;UFERSA;589;17;Agronomia;2408003;MOSSORO;24
14555;UFERSA;589;5;Medicina Veterinária;2408003;MOSSORO;24
14557;UFRA;590;17;Agronomia;1501402;BELEM;15
14558;UFRA;590;6405;Engenharia Florestal;1501402;BELEM;15
14559;UFRA;590;5;Medicina Veterinária;1501402;BELEM;15
14563;UNIFESP;591;12;Medicina;3550308;SAO PAULO;35
14564;UNIFESP;591;55;Biomedicina;3550308;SAO PAULO;35
14565;UNIFESP;591;27;Fonoaudiologia;3550308;SAO PAULO;35
14567;UNIFESP;591;23;Enfermagem;3550308;SAO PAULO;35
14576;UFLA;592;17;Agronomia;3138203;LAVRAS;31
14577;UFLA;592;51;Zootecnia;3138203;LAVRAS;31
14580;UFLA;592;6405;Engenharia Florestal;3138203;LAVRAS;31
14582;UFLA;592;5;Medicina Veterinária;3138203;LAVRAS;31
14590;CEFET/RJ;593;5902;Engenharia Mecânica;3304557;RIO DE JANEIRO;33
14596;CEFET/MG;594;5806;Engenharia Elétrica;3106200;BELO HORIZONTE;31
14597;CEFET/MG;594;5902;Engenharia Mecânica;3106200;BELO HORIZONTE;31
14606;UNIFAL-MG;595;19;Farmácia;3101607;ALFENAS;31
14607;UNIFAL-MG;595;6;Odontologia;3101607;ALFENAS;31
14608;UNIFAL-MG;595;23;Enfermagem;3101607;ALFENAS;31
14613;UFVJM;596;6;Odontologia;3121605;DIAMANTINA;31
14615;UFTM;597;12;Medicina;3170107;UBERABA;31
14616;UFTM;597;23;Enfermagem;3170107;UBERABA;31
14645;ITA;602;5710;Engenharia Civil;3549904;SAO JOSE DOS CAMPOS;35
14646;ITA;602;5902;Engenharia Mecânica;3549904;SAO JOSE DOS CAMPOS;35
14647;ITA;602;6411;Engenharia de Computação I;3549904;SAO JOSE DOS CAMPOS;35
14703;UNIOESTE;609;23;Enfermagem;4104808;CASCAVEL;41
14724;UNIOESTE;609;5710;Engenharia Civil;4104808;CASCAVEL;41
14725;UNIOESTE;609;12;Medicina;4104808;CASCAVEL;41
14727;UNIOESTE;609;17;Agronomia;4114609;MARECHAL CANDIDO RONDON;41
14728;UNIOESTE;609;6008;Engenharia Química;4127700;TOLEDO;41
14793;PUC MINAS;338;5710;Engenharia Civil;3151800;POCOS DE CALDAS;31
14847;FG;3432;23;Enfermagem;3518800;GUARULHOS;35
14855;FHO;1043;55;Biomedicina;3503307;ARARAS;35
14857;FHO;1043;19;Farmácia;3503307;ARARAS;35
14858;FHO;1043;6;Odontologia;3503307;ARARAS;35
14863;FHO;1043;23;Enfermagem;3503307;ARARAS;35
14880;CESMAC;621;5806;Engenharia Elétrica;2704302;MACEIO;27
14970;UFPEL;634;17;Agronomia;4304663;CAPAO DO LEAO;43
14973;UFPEL;634;6;Odontologia;4314407;PELOTAS;43
14974;UFPEL;634;5;Medicina Veterinária;4304663;CAPAO DO LEAO;43
14975;UFPEL;634;12;Medicina;4314407;PELOTAS;43
14978;UFPEL;634;21;Arquitetura e Urbanismo;4314407;PELOTAS;43
14979;UFPEL;634;28;Nutrição;4314407;PELOTAS;43
14980;UFPEL;634;23;Enfermagem;4314407;PELOTAS;43
15158;FAZU;648;51;Zootecnia;3170107;UBERABA;31
15159;FAZU;648;17;Agronomia;3170107;UBERABA;31
15246;UNIVERSO;663;28;Nutrição;3304904;SAO GONCALO;33
15267;UNIVERSO;663;36;Fisioterapia;3304904;SAO GONCALO;33
15270;UNIVERSO;663;36;Fisioterapia;3303302;NITEROI;33
15337;UNITAU;665;5814;Engenharia de Controle e Automação;3554102;TAUBATE;35
15343;UNITAU;665;12;Medicina;3554102;TAUBATE;35
15345;UNITAU;665;6;Odontologia;3554102;TAUBATE;35
15350;UNITAU;665;5710;Engenharia Civil;3554102;TAUBATE;35
15354;UNITAU;665;5806;Engenharia Elétrica;3554102;TAUBATE;35
15356;UNITAU;665;21;Arquitetura e Urbanismo;3554102;TAUBATE;35
15403;UEFS;666;23;Enfermagem;2910800;FEIRA DE SANTANA;29
15404;UEFS;666;5710;Engenharia Civil;2910800;FEIRA DE SANTANA;29
15408;UEFS;666;6;Odontologia;2910800;FEIRA DE SANTANA;29
15461;USF;670;5710;Engenharia Civil;3523404;ITATIBA;35
15475;USF;670;12;Medicina;3507605;BRAGANCA PAULISTA;35
15476;USF;670;6;Odontologia;3507605;BRAGANCA PAULISTA;35
15480;USF;670;19;Farmácia;3507605;BRAGANCA PAULISTA;35
15487;USF;670;5806;Engenharia Elétrica;3523404;ITATIBA;35
15489;USF;670;5902;Engenharia Mecânica;3523404;ITATIBA;35
15490;USF;670;6411;Engenharia de Computação I;3523404;ITATIBA;35
15536;UNIDERP;671;21;Arquitetura e Urbanismo;5002704;CAMPO GRANDE;50
15550;UNIDERP;671;17;Agronomia;5002704;CAMPO GRANDE;50
15554;UNIDERP;671;5;Medicina Veterinária;5002704;CAMPO GRANDE;50
15592;UniFACENS;672;5710;Engenharia Civil;3552205;SOROCABA;35
15593;UniFACENS;672;5806;Engenharia Elétrica;3552205;SOROCABA;35
